,Category,Resume_skills
196,Mechanical Engineer,"{metal, fab, air, hindi, cnc, design, training, project design, milling, english, project, cad, components, industrial experience, disassembly, cnc programming, ltd, cnc machine, road, assembly, mechanical, automotive, motors}"
197,Mechanical Engineer,"{technology, mumbai, c, exhibition, project, iit, mechanical, r, paper}"
198,Mechanical Engineer,"{bangladesh, office, design, waves, r, readiness, pressure, conveyor, mumbai, training, project, servo, microsoft office, solidworks, water, catia, autocad, preparation, project generation, ltd, life skills, research, ice, microsoft, mechanical, printing, foundation}"
199,Mechanical Engineer,"{rendering, cement, mortar, hindi, application, design, mumbai, c, project, solidworks, technology, one, building, catia, autocad, ltd, construction, plastering, fitness, project based, machinery, mechanical, finish, mould, commerce}"
200,Mechanical Engineer,"{pneumatics, visit, cement, turn, application, office, drawing, internet, case, finalization, offers, cad, enquiries, new vendor development, mechanical assemblies, estimates, monitoring progress, continuous improvement, reviews, petrochemical, manufacturing processes, mechanical, cost effective, product selection, invoicing, basic, channel partners, actuators, manuals, internal audit, quotations, assemblies, mumbai, base, automation, corrective actions, less, specifications, data sheets, preparation, customer service, process flow, savings, registration, tender, suppliers, measures, risk, sheets, vendors, customer, contract management, materials, quality, marking, finish, procurement, supply, flow, piping, customer data, techno, manufacturing, training, travel, quote, microsoft office, modeling, prototype, word, construction, inside sales, machining, research, instrumentation, valves, records, solutions design, documentation, purchasing, project work, maintenance, record, sales channel, modifications, engineering analysis, manufacturing modeling, engineers, field service, iso, surface, design, steel, negotiation, sizing, supply chain, project, technical requirements, database, customer requirements, elements, excel, ltd, microsoft}"
201,Mechanical Engineer,"{metal, fab, air, hindi, cnc, design, training, project design, milling, english, project, cad, components, industrial experience, disassembly, cnc programming, ltd, cnc machine, road, assembly, mechanical, automotive, motors}"
202,Mechanical Engineer,"{technology, mumbai, c, exhibition, project, iit, mechanical, r, paper}"
203,Mechanical Engineer,"{bangladesh, office, design, waves, r, readiness, pressure, conveyor, mumbai, training, project, servo, microsoft office, solidworks, water, catia, autocad, preparation, project generation, ltd, life skills, research, ice, microsoft, mechanical, printing, foundation}"
204,Mechanical Engineer,"{rendering, cement, mortar, hindi, application, design, mumbai, c, project, solidworks, technology, one, building, catia, autocad, ltd, construction, plastering, fitness, project based, machinery, mechanical, finish, mould, commerce}"
205,Mechanical Engineer,"{pneumatics, visit, cement, turn, application, office, drawing, internet, case, finalization, offers, cad, enquiries, new vendor development, mechanical assemblies, estimates, monitoring progress, continuous improvement, reviews, petrochemical, manufacturing processes, mechanical, cost effective, product selection, invoicing, basic, channel partners, actuators, manuals, internal audit, quotations, assemblies, mumbai, base, automation, corrective actions, less, specifications, data sheets, preparation, customer service, process flow, savings, registration, tender, suppliers, measures, risk, sheets, vendors, customer, contract management, materials, quality, marking, finish, procurement, supply, flow, piping, customer data, techno, manufacturing, training, travel, quote, microsoft office, modeling, prototype, word, construction, inside sales, machining, research, instrumentation, valves, records, solutions design, documentation, purchasing, project work, maintenance, record, sales channel, modifications, engineering analysis, manufacturing modeling, engineers, field service, iso, surface, design, steel, negotiation, sizing, supply chain, project, technical requirements, database, customer requirements, elements, excel, ltd, microsoft}"
206,Mechanical Engineer,"{metal, fab, air, hindi, cnc, design, training, project design, milling, english, project, cad, components, industrial experience, disassembly, cnc programming, ltd, cnc machine, road, assembly, mechanical, automotive, motors}"
207,Mechanical Engineer,"{technology, mumbai, c, exhibition, project, iit, mechanical, r, paper}"
208,Mechanical Engineer,"{bangladesh, office, design, waves, r, readiness, pressure, conveyor, mumbai, training, project, servo, microsoft office, solidworks, water, catia, autocad, preparation, project generation, ltd, life skills, research, ice, microsoft, mechanical, printing, foundation}"
209,Mechanical Engineer,"{rendering, cement, mortar, hindi, application, design, mumbai, c, project, solidworks, technology, one, building, catia, autocad, ltd, construction, plastering, fitness, project based, machinery, mechanical, finish, mould, commerce}"
210,Mechanical Engineer,"{pneumatics, visit, cement, turn, application, office, drawing, internet, case, finalization, offers, cad, enquiries, new vendor development, mechanical assemblies, estimates, monitoring progress, continuous improvement, reviews, petrochemical, manufacturing processes, mechanical, cost effective, product selection, invoicing, basic, channel partners, actuators, manuals, internal audit, quotations, assemblies, mumbai, base, automation, corrective actions, less, specifications, data sheets, preparation, customer service, process flow, savings, registration, tender, suppliers, measures, risk, sheets, vendors, customer, contract management, materials, quality, marking, finish, procurement, supply, flow, piping, customer data, techno, manufacturing, training, travel, quote, microsoft office, modeling, prototype, word, construction, inside sales, machining, research, instrumentation, valves, records, solutions design, documentation, purchasing, project work, maintenance, record, sales channel, modifications, engineering analysis, manufacturing modeling, engineers, field service, iso, surface, design, steel, negotiation, sizing, supply chain, project, technical requirements, database, customer requirements, elements, excel, ltd, microsoft}"
211,Mechanical Engineer,"{metal, fab, air, hindi, cnc, design, training, project design, milling, english, project, cad, components, industrial experience, disassembly, cnc programming, ltd, cnc machine, road, assembly, mechanical, automotive, motors}"
212,Mechanical Engineer,"{technology, mumbai, c, exhibition, project, iit, mechanical, r, paper}"
213,Mechanical Engineer,"{bangladesh, office, design, waves, r, readiness, pressure, conveyor, mumbai, training, project, servo, microsoft office, solidworks, water, catia, autocad, preparation, project generation, ltd, life skills, research, ice, microsoft, mechanical, printing, foundation}"
214,Mechanical Engineer,"{rendering, cement, mortar, hindi, application, design, mumbai, c, project, solidworks, technology, one, building, catia, autocad, ltd, construction, plastering, fitness, project based, machinery, mechanical, finish, mould, commerce}"
215,Mechanical Engineer,"{pneumatics, visit, cement, turn, application, office, drawing, internet, case, finalization, offers, cad, enquiries, new vendor development, mechanical assemblies, estimates, monitoring progress, continuous improvement, reviews, petrochemical, manufacturing processes, mechanical, cost effective, product selection, invoicing, basic, channel partners, actuators, manuals, internal audit, quotations, assemblies, mumbai, base, automation, corrective actions, less, specifications, data sheets, preparation, customer service, process flow, savings, registration, tender, suppliers, measures, risk, sheets, vendors, customer, contract management, materials, quality, marking, finish, procurement, supply, flow, piping, customer data, techno, manufacturing, training, travel, quote, microsoft office, modeling, prototype, word, construction, inside sales, machining, research, instrumentation, valves, records, solutions design, documentation, purchasing, project work, maintenance, record, sales channel, modifications, engineering analysis, manufacturing modeling, engineers, field service, iso, surface, design, steel, negotiation, sizing, supply chain, project, technical requirements, database, customer requirements, elements, excel, ltd, microsoft}"
216,Mechanical Engineer,"{metal, fab, air, hindi, cnc, design, training, project design, milling, english, project, cad, components, industrial experience, disassembly, cnc programming, ltd, cnc machine, road, assembly, mechanical, automotive, motors}"
217,Mechanical Engineer,"{technology, mumbai, c, exhibition, project, iit, mechanical, r, paper}"
218,Mechanical Engineer,"{bangladesh, office, design, waves, r, readiness, pressure, conveyor, mumbai, training, project, servo, microsoft office, solidworks, water, catia, autocad, preparation, project generation, ltd, life skills, research, ice, microsoft, mechanical, printing, foundation}"
219,Mechanical Engineer,"{rendering, cement, mortar, hindi, application, design, mumbai, c, project, solidworks, technology, one, building, catia, autocad, ltd, construction, plastering, fitness, project based, machinery, mechanical, finish, mould, commerce}"
220,Mechanical Engineer,"{pneumatics, visit, cement, turn, application, office, drawing, internet, case, finalization, offers, cad, enquiries, new vendor development, mechanical assemblies, estimates, monitoring progress, continuous improvement, reviews, petrochemical, manufacturing processes, mechanical, cost effective, product selection, invoicing, basic, channel partners, actuators, manuals, internal audit, quotations, assemblies, mumbai, base, automation, corrective actions, less, specifications, data sheets, preparation, customer service, process flow, savings, registration, tender, suppliers, measures, risk, sheets, vendors, customer, contract management, materials, quality, marking, finish, procurement, supply, flow, piping, customer data, techno, manufacturing, training, travel, quote, microsoft office, modeling, prototype, word, construction, inside sales, machining, research, instrumentation, valves, records, solutions design, documentation, purchasing, project work, maintenance, record, sales channel, modifications, engineering analysis, manufacturing modeling, engineers, field service, iso, surface, design, steel, negotiation, sizing, supply chain, project, technical requirements, database, customer requirements, elements, excel, ltd, microsoft}"
221,Mechanical Engineer,"{metal, fab, air, hindi, cnc, design, training, project design, milling, english, project, cad, components, industrial experience, disassembly, cnc programming, ltd, cnc machine, road, assembly, mechanical, automotive, motors}"
222,Mechanical Engineer,"{technology, mumbai, c, exhibition, project, iit, mechanical, r, paper}"
223,Mechanical Engineer,"{bangladesh, office, design, waves, r, readiness, pressure, conveyor, mumbai, training, project, servo, microsoft office, solidworks, water, catia, autocad, preparation, project generation, ltd, life skills, research, ice, microsoft, mechanical, printing, foundation}"
224,Mechanical Engineer,"{rendering, cement, mortar, hindi, application, design, mumbai, c, project, solidworks, technology, one, building, catia, autocad, ltd, construction, plastering, fitness, project based, machinery, mechanical, finish, mould, commerce}"
225,Sales,"{cars, salesforce, tournaments, less, honda, office, ltd, cricket, cold calling, commerce}"
226,Sales,"{finance, n, customer, housing finance, office, talent management, ltd, sales management, capital, square}"
227,Sales,"{expenses, staff training, f, office, events, sports, schedules, training, discount, c, promotional, analytical skills, written communication, seasonal, cricket, interpret, powerpoint, microsoft office, operations, enquiries, team performance, organization, plus, word, excel, gold, gym, ltd, problem solving, languages, road, reviews, fitness, microsoft, sales performance, energy, learning}"
228,Sales,"{channel partners, photoshop, visit, sql server, office, n, com, cold calling, mar, deal closure, project, row, sql, sme, building, ltd, loan, arranging, closure, payroll, plots, merchant services, pos}"
229,Sales,"{languages, office, mumbai, small business}"
230,Sales,"{cars, salesforce, tournaments, less, honda, office, ltd, cricket, cold calling, commerce}"
231,Sales,"{finance, n, customer, housing finance, office, talent management, ltd, sales management, capital, square}"
232,Sales,"{expenses, staff training, f, office, events, sports, schedules, training, discount, c, promotional, analytical skills, written communication, seasonal, cricket, interpret, powerpoint, microsoft office, operations, enquiries, team performance, organization, plus, word, excel, gold, gym, ltd, problem solving, languages, road, reviews, fitness, microsoft, sales performance, energy, learning}"
233,Sales,"{channel partners, photoshop, visit, sql server, office, n, com, cold calling, mar, deal closure, project, row, sql, sme, building, ltd, loan, arranging, closure, payroll, plots, merchant services, pos}"
234,Sales,"{languages, office, mumbai, small business}"
235,Sales,"{cars, salesforce, tournaments, less, honda, office, ltd, cricket, cold calling, commerce}"
236,Sales,"{finance, n, customer, housing finance, office, talent management, ltd, sales management, capital, square}"
237,Sales,"{expenses, staff training, f, office, events, sports, schedules, training, discount, c, promotional, analytical skills, written communication, seasonal, cricket, interpret, powerpoint, microsoft office, operations, enquiries, team performance, organization, plus, word, excel, gold, gym, ltd, problem solving, languages, road, reviews, fitness, microsoft, sales performance, energy, learning}"
238,Sales,"{channel partners, photoshop, visit, sql server, office, n, com, cold calling, mar, deal closure, project, row, sql, sme, building, ltd, loan, arranging, closure, payroll, plots, merchant services, pos}"
239,Sales,"{languages, office, mumbai, small business}"
240,Sales,"{cars, salesforce, tournaments, less, honda, office, ltd, cricket, cold calling, commerce}"
241,Sales,"{finance, n, customer, housing finance, office, talent management, ltd, sales management, capital, square}"
242,Sales,"{expenses, staff training, f, office, events, sports, schedules, training, discount, c, promotional, analytical skills, written communication, seasonal, cricket, interpret, powerpoint, microsoft office, operations, enquiries, team performance, organization, plus, word, excel, gold, gym, ltd, problem solving, languages, road, reviews, fitness, microsoft, sales performance, energy, learning}"
243,Sales,"{channel partners, photoshop, visit, sql server, office, n, com, cold calling, mar, deal closure, project, row, sql, sme, building, ltd, loan, arranging, closure, payroll, plots, merchant services, pos}"
244,Sales,"{languages, office, mumbai, small business}"
245,Sales,"{cars, salesforce, tournaments, less, honda, office, ltd, cricket, cold calling, commerce}"
246,Sales,"{finance, n, customer, housing finance, office, talent management, ltd, sales management, capital, square}"
247,Sales,"{expenses, staff training, f, office, events, sports, schedules, training, discount, c, promotional, analytical skills, written communication, seasonal, cricket, interpret, powerpoint, microsoft office, operations, enquiries, team performance, organization, plus, word, excel, gold, gym, ltd, problem solving, languages, road, reviews, fitness, microsoft, sales performance, energy, learning}"
248,Sales,"{channel partners, photoshop, visit, sql server, office, n, com, cold calling, mar, deal closure, project, row, sql, sme, building, ltd, loan, arranging, closure, payroll, plots, merchant services, pos}"
249,Sales,"{languages, office, mumbai, small business}"
250,Sales,"{cars, salesforce, tournaments, less, honda, office, ltd, cricket, cold calling, commerce}"
251,Sales,"{finance, n, customer, housing finance, office, talent management, ltd, sales management, capital, square}"
252,Sales,"{expenses, staff training, f, office, events, sports, schedules, training, discount, c, promotional, analytical skills, written communication, seasonal, cricket, interpret, powerpoint, microsoft office, operations, enquiries, team performance, organization, plus, word, excel, gold, gym, ltd, problem solving, languages, road, reviews, fitness, microsoft, sales performance, energy, learning}"
253,Sales,"{channel partners, photoshop, visit, sql server, office, n, com, cold calling, mar, deal closure, project, row, sql, sme, building, ltd, loan, arranging, closure, payroll, plots, merchant services, pos}"
254,Sales,"{languages, office, mumbai, small business}"
255,Sales,"{cars, salesforce, tournaments, less, honda, office, ltd, cricket, cold calling, commerce}"
256,Sales,"{finance, n, customer, housing finance, office, talent management, ltd, sales management, capital, square}"
257,Sales,"{expenses, staff training, f, office, events, sports, schedules, training, discount, c, promotional, analytical skills, written communication, seasonal, cricket, interpret, powerpoint, microsoft office, operations, enquiries, team performance, organization, plus, word, excel, gold, gym, ltd, problem solving, languages, road, reviews, fitness, microsoft, sales performance, energy, learning}"
258,Sales,"{channel partners, photoshop, visit, sql server, office, n, com, cold calling, mar, deal closure, project, row, sql, sme, building, ltd, loan, arranging, closure, payroll, plots, merchant services, pos}"
259,Sales,"{languages, office, mumbai, small business}"
260,Sales,"{cars, salesforce, tournaments, less, honda, office, ltd, cricket, cold calling, commerce}"
261,Sales,"{finance, n, customer, housing finance, office, talent management, ltd, sales management, capital, square}"
262,Sales,"{expenses, staff training, f, office, events, sports, schedules, training, discount, c, promotional, analytical skills, written communication, seasonal, cricket, interpret, powerpoint, microsoft office, operations, enquiries, team performance, organization, plus, word, excel, gold, gym, ltd, problem solving, languages, road, reviews, fitness, microsoft, sales performance, energy, learning}"
263,Sales,"{channel partners, photoshop, visit, sql server, office, n, com, cold calling, mar, deal closure, project, row, sql, sme, building, ltd, loan, arranging, closure, payroll, plots, merchant services, pos}"
264,Sales,"{languages, office, mumbai, small business}"
265,Health and fitness,"{health, mumbai, fitness, sports science, gym, sports, environment}"
266,Health and fitness,"{training, sc, fitness, exercise physiology, diabetes, weight training, indoor cycling, physiology, dietetics, hypertension, nutrition, energy, microbiology, florida, groups, general, cycling}"
267,Health and fitness,"{health, foot, training, swedish, aerobics, fitness, spa, front office, customer, aromatherapy, exhibition, written communication, reflexology, thai, gym, office, body massage, fitness training}"
268,Health and fitness,"{market research, coaching, endurance, cash, application, recruiting, office, revenue, administrative, sports, range, internet, fitness training, health, management software, training, x, c, mobile, user groups, checks, writing, powerpoint, groups, studio, operations, enquiries, word, gym, excel, customer service, generating revenue, windows, research, records, fitness, sales administration, scheduling, customer, demand, maintenance, quality, reporting, legislation, ultimate}"
269,Health and fitness,"{conflict, conflict resolution, time management, general public, sports, public speaking, general, mar, health, pressure, english, presentations, nutrition, writing, leadership skills, leadership, public, food science, fitness, sports science, diet, healthcare, history, articles, environment, volunteering, commerce}"
270,Health and fitness,"{karma, consumer healthcare, care plans, dietetics, turn, irda, pro, sas, design, smt, health, instructions, wellness, clinical data, nutrients, clinical data management, nutrition, offers, daily reports, hospitals, distributors, nutrition education, clinical nutrition, camps, operations, enquiries, health marketing, reporting, ltd, insurance, research, fitness, diet, status, customer, healthcare, clinics, life insurance, app, player, clinical research}"
271,Health and fitness,"{health, mumbai, fitness, sports science, gym, sports, environment}"
272,Health and fitness,"{training, sc, fitness, exercise physiology, diabetes, weight training, indoor cycling, physiology, dietetics, hypertension, nutrition, energy, microbiology, florida, groups, general, cycling}"
273,Health and fitness,"{health, foot, training, swedish, aerobics, fitness, spa, front office, customer, aromatherapy, exhibition, written communication, reflexology, thai, gym, office, body massage, fitness training}"
274,Health and fitness,"{market research, coaching, endurance, cash, application, recruiting, office, revenue, administrative, sports, range, internet, fitness training, health, management software, training, x, c, mobile, user groups, checks, writing, powerpoint, groups, studio, operations, enquiries, word, gym, excel, customer service, generating revenue, windows, research, records, fitness, sales administration, scheduling, customer, demand, maintenance, quality, reporting, legislation, ultimate}"
275,Health and fitness,"{conflict, conflict resolution, time management, general public, sports, public speaking, general, mar, health, pressure, english, presentations, nutrition, writing, leadership skills, leadership, public, food science, fitness, sports science, diet, healthcare, history, articles, environment, volunteering, commerce}"
276,Health and fitness,"{karma, consumer healthcare, care plans, dietetics, turn, irda, pro, sas, design, smt, health, instructions, wellness, clinical data, nutrients, clinical data management, nutrition, offers, daily reports, hospitals, distributors, nutrition education, clinical nutrition, camps, operations, enquiries, health marketing, reporting, ltd, insurance, research, fitness, diet, status, customer, healthcare, clinics, life insurance, app, player, clinical research}"
277,Health and fitness,"{health, mumbai, fitness, sports science, gym, sports, environment}"
278,Health and fitness,"{training, sc, fitness, exercise physiology, diabetes, weight training, indoor cycling, physiology, dietetics, hypertension, nutrition, energy, microbiology, florida, groups, general, cycling}"
279,Health and fitness,"{health, foot, training, swedish, aerobics, fitness, spa, front office, customer, aromatherapy, exhibition, written communication, reflexology, thai, gym, office, body massage, fitness training}"
280,Health and fitness,"{market research, coaching, endurance, cash, application, recruiting, office, revenue, administrative, sports, range, internet, fitness training, health, management software, training, x, c, mobile, user groups, checks, writing, powerpoint, groups, studio, operations, enquiries, word, gym, excel, customer service, generating revenue, windows, research, records, fitness, sales administration, scheduling, customer, demand, maintenance, quality, reporting, legislation, ultimate}"
281,Health and fitness,"{conflict, conflict resolution, time management, general public, sports, public speaking, general, mar, health, pressure, english, presentations, nutrition, writing, leadership skills, leadership, public, food science, fitness, sports science, diet, healthcare, history, articles, environment, volunteering, commerce}"
282,Health and fitness,"{karma, consumer healthcare, care plans, dietetics, turn, irda, pro, sas, design, smt, health, instructions, wellness, clinical data, nutrients, clinical data management, nutrition, offers, daily reports, hospitals, distributors, nutrition education, clinical nutrition, camps, operations, enquiries, health marketing, reporting, ltd, insurance, research, fitness, diet, status, customer, healthcare, clinics, life insurance, app, player, clinical research}"
283,Health and fitness,"{health, mumbai, fitness, sports science, gym, sports, environment}"
284,Health and fitness,"{training, sc, fitness, exercise physiology, diabetes, weight training, indoor cycling, physiology, dietetics, hypertension, nutrition, energy, microbiology, florida, groups, general, cycling}"
285,Health and fitness,"{health, foot, training, swedish, aerobics, fitness, spa, front office, customer, aromatherapy, exhibition, written communication, reflexology, thai, gym, office, body massage, fitness training}"
286,Health and fitness,"{market research, coaching, endurance, cash, application, recruiting, office, revenue, administrative, sports, range, internet, fitness training, health, management software, training, x, c, mobile, user groups, checks, writing, powerpoint, groups, studio, operations, enquiries, word, gym, excel, customer service, generating revenue, windows, research, records, fitness, sales administration, scheduling, customer, demand, maintenance, quality, reporting, legislation, ultimate}"
287,Health and fitness,"{conflict, conflict resolution, time management, general public, sports, public speaking, general, mar, health, pressure, english, presentations, nutrition, writing, leadership skills, leadership, public, food science, fitness, sports science, diet, healthcare, history, articles, environment, volunteering, commerce}"
288,Health and fitness,"{karma, consumer healthcare, care plans, dietetics, turn, irda, pro, sas, design, smt, health, instructions, wellness, clinical data, nutrients, clinical data management, nutrition, offers, daily reports, hospitals, distributors, nutrition education, clinical nutrition, camps, operations, enquiries, health marketing, reporting, ltd, insurance, research, fitness, diet, status, customer, healthcare, clinics, life insurance, app, player, clinical research}"
289,Health and fitness,"{health, mumbai, fitness, sports science, gym, sports, environment}"
290,Health and fitness,"{training, sc, fitness, exercise physiology, diabetes, weight training, indoor cycling, physiology, dietetics, hypertension, nutrition, energy, microbiology, florida, groups, general, cycling}"
291,Health and fitness,"{health, foot, training, swedish, aerobics, fitness, spa, front office, customer, aromatherapy, exhibition, written communication, reflexology, thai, gym, office, body massage, fitness training}"
292,Health and fitness,"{market research, coaching, endurance, cash, application, recruiting, office, revenue, administrative, sports, range, internet, fitness training, health, management software, training, x, c, mobile, user groups, checks, writing, powerpoint, groups, studio, operations, enquiries, word, gym, excel, customer service, generating revenue, windows, research, records, fitness, sales administration, scheduling, customer, demand, maintenance, quality, reporting, legislation, ultimate}"
293,Health and fitness,"{conflict, conflict resolution, time management, general public, sports, public speaking, general, mar, health, pressure, english, presentations, nutrition, writing, leadership skills, leadership, public, food science, fitness, sports science, diet, healthcare, history, articles, environment, volunteering, commerce}"
294,Health and fitness,"{karma, consumer healthcare, care plans, dietetics, turn, irda, pro, sas, design, smt, health, instructions, wellness, clinical data, nutrients, clinical data management, nutrition, offers, daily reports, hospitals, distributors, nutrition education, clinical nutrition, camps, operations, enquiries, health marketing, reporting, ltd, insurance, research, fitness, diet, status, customer, healthcare, clinics, life insurance, app, player, clinical research}"
295,Civil Engineer,"{substation, engineers, contractors, ppe, completion, civil engineering, air, risk assessment, environmental analysis, instruction, progression, application, construction drawings, builders, british, manufacturing, health, calibration, mumbai, tamil, control room, drain, rp, project, job safety, conducting, lists, effluent treatment, shop drawings, cards, multinational, llc, validation, specifications, building, water, concrete, submittals, pipe, natural gas, ltd, construction, villas, medicine, suppliers, records, risk, gas, status, closure, management system, etp, record, materials, quality, terminal, rack, security, testing, environment, assessment}"
296,Civil Engineer,"{construction, technology, civil engineering, c}"
297,Civil Engineer,"{photoshop, showrooms, visit, renovation, completion, pro, infrastructure, structural, design, sustainability, range, buildings, general, health, budget constraints, training, exterior, project, apartments, llc, specifications, building, catia, autocad, word, excel, structural integrity, construction, villas, feasibility studies, codes, specs, scheduling, vendors, deliveries, planners, color, architects, calculations, maintenance, inform, materials, legal requirements, maps}"
298,Civil Engineer,"{basic, piping, computer skills, contractors, thermal, insulation, completion, office, infrastructure, drawing, plumbing, n, man power, buildings, rfi, site coordination, mumbai, civil aviation, site installation, project, urban, chilled water, shop drawings, specifications, building, water, submittals, man, autocad, chilled, aviation, preparation, ltd, ducting, approvals, dpf, mobilization, equipment installation, materials, procurement}"
299,Civil Engineer,"{site supervision, computer skills, contractors, architecture, completion, operating systems, office, design, structural, brick, drawing, steel, resume, casting, x, mumbai, exterior, slabs, c, waterproofing, columns, project, excavation, building, concrete, working experience, autocad, fixing, construction, masonry, plastering, windows, finish, road, suppliers, vista, scheduling, xp, materials, bus, procurement, engineers, foundation}"
300,Civil Engineer,"{mumbai, waste, water, civil engineering, autocad, hindi, construction, learning}"
301,Civil Engineer,"{substation, engineers, contractors, ppe, completion, civil engineering, air, risk assessment, environmental analysis, instruction, progression, application, construction drawings, builders, british, manufacturing, health, calibration, mumbai, tamil, control room, drain, rp, project, job safety, conducting, lists, effluent treatment, shop drawings, cards, multinational, llc, validation, specifications, building, water, concrete, submittals, pipe, natural gas, ltd, construction, villas, medicine, suppliers, records, risk, gas, status, closure, management system, etp, record, materials, quality, terminal, rack, security, testing, environment, assessment}"
302,Civil Engineer,"{construction, technology, civil engineering, c}"
303,Civil Engineer,"{photoshop, showrooms, visit, renovation, completion, pro, infrastructure, structural, design, sustainability, range, buildings, general, health, budget constraints, training, exterior, project, apartments, llc, specifications, building, catia, autocad, word, excel, structural integrity, construction, villas, feasibility studies, codes, specs, scheduling, vendors, deliveries, planners, color, architects, calculations, maintenance, inform, materials, legal requirements, maps}"
304,Civil Engineer,"{basic, piping, computer skills, contractors, thermal, insulation, completion, office, infrastructure, drawing, plumbing, n, man power, buildings, rfi, site coordination, mumbai, civil aviation, site installation, project, urban, chilled water, shop drawings, specifications, building, water, submittals, man, autocad, chilled, aviation, preparation, ltd, ducting, approvals, dpf, mobilization, equipment installation, materials, procurement}"
305,Civil Engineer,"{site supervision, computer skills, contractors, architecture, completion, operating systems, office, design, structural, brick, drawing, steel, resume, casting, x, mumbai, exterior, slabs, c, waterproofing, columns, project, excavation, building, concrete, working experience, autocad, fixing, construction, masonry, plastering, windows, finish, road, suppliers, vista, scheduling, xp, materials, bus, procurement, engineers, foundation}"
306,Civil Engineer,"{mumbai, waste, water, civil engineering, autocad, hindi, construction, learning}"
307,Civil Engineer,"{substation, engineers, contractors, ppe, completion, civil engineering, air, risk assessment, environmental analysis, instruction, progression, application, construction drawings, builders, british, manufacturing, health, calibration, mumbai, tamil, control room, drain, rp, project, job safety, conducting, lists, effluent treatment, shop drawings, cards, multinational, llc, validation, specifications, building, water, concrete, submittals, pipe, natural gas, ltd, construction, villas, medicine, suppliers, records, risk, gas, status, closure, management system, etp, record, materials, quality, terminal, rack, security, testing, environment, assessment}"
308,Civil Engineer,"{construction, technology, civil engineering, c}"
309,Civil Engineer,"{photoshop, showrooms, visit, renovation, completion, pro, infrastructure, structural, design, sustainability, range, buildings, general, health, budget constraints, training, exterior, project, apartments, llc, specifications, building, catia, autocad, word, excel, structural integrity, construction, villas, feasibility studies, codes, specs, scheduling, vendors, deliveries, planners, color, architects, calculations, maintenance, inform, materials, legal requirements, maps}"
310,Civil Engineer,"{basic, piping, computer skills, contractors, thermal, insulation, completion, office, infrastructure, drawing, plumbing, n, man power, buildings, rfi, site coordination, mumbai, civil aviation, site installation, project, urban, chilled water, shop drawings, specifications, building, water, submittals, man, autocad, chilled, aviation, preparation, ltd, ducting, approvals, dpf, mobilization, equipment installation, materials, procurement}"
311,Civil Engineer,"{site supervision, computer skills, contractors, architecture, completion, operating systems, office, design, structural, brick, drawing, steel, resume, casting, x, mumbai, exterior, slabs, c, waterproofing, columns, project, excavation, building, concrete, working experience, autocad, fixing, construction, masonry, plastering, windows, finish, road, suppliers, vista, scheduling, xp, materials, bus, procurement, engineers, foundation}"
312,Civil Engineer,"{mumbai, waste, water, civil engineering, autocad, hindi, construction, learning}"
313,Civil Engineer,"{substation, engineers, contractors, ppe, completion, civil engineering, air, risk assessment, environmental analysis, instruction, progression, application, construction drawings, builders, british, manufacturing, health, calibration, mumbai, tamil, control room, drain, rp, project, job safety, conducting, lists, effluent treatment, shop drawings, cards, multinational, llc, validation, specifications, building, water, concrete, submittals, pipe, natural gas, ltd, construction, villas, medicine, suppliers, records, risk, gas, status, closure, management system, etp, record, materials, quality, terminal, rack, security, testing, environment, assessment}"
314,Civil Engineer,"{construction, technology, civil engineering, c}"
315,Civil Engineer,"{photoshop, showrooms, visit, renovation, completion, pro, infrastructure, structural, design, sustainability, range, buildings, general, health, budget constraints, training, exterior, project, apartments, llc, specifications, building, catia, autocad, word, excel, structural integrity, construction, villas, feasibility studies, codes, specs, scheduling, vendors, deliveries, planners, color, architects, calculations, maintenance, inform, materials, legal requirements, maps}"
316,Civil Engineer,"{basic, piping, computer skills, contractors, thermal, insulation, completion, office, infrastructure, drawing, plumbing, n, man power, buildings, rfi, site coordination, mumbai, civil aviation, site installation, project, urban, chilled water, shop drawings, specifications, building, water, submittals, man, autocad, chilled, aviation, preparation, ltd, ducting, approvals, dpf, mobilization, equipment installation, materials, procurement}"
317,Civil Engineer,"{site supervision, computer skills, contractors, architecture, completion, operating systems, office, design, structural, brick, drawing, steel, resume, casting, x, mumbai, exterior, slabs, c, waterproofing, columns, project, excavation, building, concrete, working experience, autocad, fixing, construction, masonry, plastering, windows, finish, road, suppliers, vista, scheduling, xp, materials, bus, procurement, engineers, foundation}"
318,Civil Engineer,"{mumbai, waste, water, civil engineering, autocad, hindi, construction, learning}"
319,Java Developer,"{technology, java, javascript, ltd, electronics}"
320,Java Developer,"{invoicing, java, postgresql, manual testing, databases, operating systems, office, hibernate, angular, spring, c, linux, offers, project, sql, database, organization growth, technology, inventory control, organization, windows xp, languages, windows, web, computer science, functional testing, ee, xp, stock control, stock management, management system, printing, testing, framework}"
321,Java Developer,"{java, databases, workflow, oracle, toad, application, programmers, json, operating systems, processes development, screens, sql pl, access, web services, base, c, bootstrap, analytical skills, automation, project, sql, team building, ucs, technology, organization, building, fixing, eclipse, ltd, knowledge base, computer technology, windows, ext js, middleware, resolve, teams, interfaces, xml, quality, web, collaboration}"
